Player,Banker,Result
"6♠️, Q♥️","5♦️, 2♥️",B
"4♠️, 10♦️","6♠️, 2♠️",B
"A♦️, 6♥️","9♦️, 7♣️",P
"3♦️, 9♣️, 10♠️","6♠️, 5♣️, 7♥️",B
"7♠️, 8♦️, Q♠️","2♠️, K♣️, J♥️",P
"3♥️, 3♥️","10♠️, 8♣️",B
"3♦️, 3♠️","2♥️, 6♥️",B
"K♥️, 6♣️","10♦️, 4♠️, 4♥️",B
"J♦️, 5♣️","5♦️, 4♦️",B
"4♦️, 4♥️","4♥️, K♠️",P
"9♠️, 5♣️, 5♦️","2♣️, 9♣️, 8♣️",T
"7♠️, 4♠️, K♣️","J♥️, 5♣️",B
"A♦️, 5♣️","K♦️, 10♥️, 5♦️",P
"2♣️, Q♥️, 10♦️","3♥️, K♥️, 3♦️",B
"J♥️, Q♦️, 5♣️","7♠️, K♠️",B
"Q♣️, 3♣️, 3♥️","8♥️, 4♥️, 4♣️",T
"4♥️, 7♥️, Q♠️","7♦️, Q♦️",B
"10♥️, 7♠️","9♠️, 5♣️, J♠️",P
"Q♥️, 7♦️","9♣️, 9♠️",B
"6♥️, 5♦️, 8♣️","4♣️, 2♣️",P
"10♥️, 3♠️, K♣️","A♦️, Q♠️, A♦️",P
"7♣️, 8♦️","9♠️, Q♥️",B
"5♠️, 6♠️","7♦️, 2♥️",B
"K♠️, 5♥️, 3♥️","3♠️, 9♣️, Q♥️",P
"J♥️, 10♥️, 7♠️","7♣️, 4♠️, 7♠️",B
"9♠️, 10♣️","3♠️, 6♠️",T
"8♠️, 4♠️, 8♣️","A♠️, 4♥️",B
"Q♠️, 3♣️, K♠️","10♠️, 5♦️",B
"8♣️, 3♥️","Q♠️, 8♦️",B
"7♠️, K♣️","3♠️, J♦️, 9♠️",P
"6♣️, J♥️","6♠️, 3♦️",B
"6♣️, K♥️","J♣️, 10♣️, 7♠️",B
"9♠️, 9♣️","3♥️, J♠️",P
"9♠️, 9♠️","6♣️, Q♣️",P
"J♥️, 4♠️","3♠️, 6♠️",B
"4♦️, 10♥️, 7♥️","2♦️, Q♣️, A♠️",B
"A♦️, Q♥️, K♥️","4♥️, 6♥️, 10♠️",P
"6♦️, 10♦️","J♦️, 7♣️",B
"9♥️, 8♣️","5♥️, 4♣️",B
"Q♣️, 2♥️, 3♠️","A♠️, 6♣️",B
"9♣️, K♣️","10♠️, A♥️",P
"A♣️, 3♦️, Q♣️","J♦️, 5♥️",B
"J♠️, 5♥️, 2♠️","4♦️, 2♠️",P
"8♥️, A♣️","J♥️, 4♠️",P
"2♦️, J♦️","10♠️, 8♠️",B
"A♠️, 6♥️","2♣️, 5♥️",T
"4♥️, J♠️, K♣️","2♦️, K♣️, 5♣️",B
"K♣️, A♦️","9♥️, J♥️",B
"9♠️, 8♦️","10♠️, 5♠️, 5♦️",P
"4♣️, 4♦️","Q♠️, 2♣️",P
"A♥️, 3♥️, 7♥️","3♠️, 4♥️",B
"5♥️, 5♦️, Q♥️","K♣️, 5♠️",B
"K♦️, 4♦️, 2♦️","A♥️, 9♥️, A♦️",P
"2♣️, 10♣️, 5♦️","7♦️, 5♥️, 3♣️",P
"K♣️, 2♥️","2♦️, 6♣️",B
"10♥️, 8♦️","Q♦️, 10♦️",P
"Q♣️, K♠️, A♥️","K♣️, 4♦️",B
"6♠️, 6♣️, 5♥️","7♠️, 8♠️, 2♣️",T
"2♠️, J♦️, K♣️","10♠️, 10♣️, 5♦️",B
"8♦️, 7♦️, J♦️","6♠️, Q♠️",B
"2♦️, 7♠️","8♥️, J♣️",T
"4♠️, 4♣️","2♣️, 8♦️",P
"10♦️, Q♦️, J♣️","4♥️, J♠️",B
"J♣️, 10♠️, A♥️","K♦️, 10♠️, 2♠️",B
"6♥️, 9♠️, 2♦️","7♦️, 6♣️, A♦️",P
"10♣️, Q♦️, 8♠️","A♣️, 10♠️, 9♠️",P
"A♥️, 5♦️","J♥️, 6♦️",T
"7♣️, 5♣️, 6♥️","7♣️, 3♠️, J♣️",P
"10♠️, 2♥️, 5♥️","5♠️, A♦️",P
"A♥️, K♦️, 4♥️","A♠️, Q♥️, 9♣️",P
"4♥️, 8♠️","5♥️, 4♣️",B
"K♣️, 3♦️, 2♠️","10♣️, 5♠️",T
"8♥️, A♦️","Q♦️, Q♠️",P
"Q♣️, 2♠️, 2♦️","K♥️, 4♣️, K♦️",T
"8♦️, 5♥️, 7♣️","5♣️, Q♦️, A♣️",B
"Q♦️, 2♣️, J♣️","Q♣️, Q♥️, 5♥️",B
"10♥️, A♥️","10♠️, 8♠️",B
"A♣️, K♣️","2♣️, 6♦️",B
"4♦️, 9♣️, 10♦️","5♣️, 10♠️",B
"3♦️, 9♣️, Q♥️","K♣️, A♦️, 6♣️",B
"3♠️, 5♦️","6♣️, 7♠️",P
"J♠️, 9♠️","3♥️, J♦️",P
"7♥️, 9♥️","Q♣️, 5♠️, 7♦️",P
"2♦️, 9♣️, 3♣️","2♣️, 9♣️, 9♦️",P
"5♥️, J♠️, A♦️","Q♠️, 3♦️, 9♥️",P
"3♠️, K♦️, 8♦️","9♦️, 6♦️",B
"J♠️, K♠️","5♣️, 3♥️",B
"7♦️, 8♥️, 6♥️","Q♣️, 6♥️, 2♣️",B
"2♠️, 8♣️, 2♦️","K♦️, Q♣️, 9♣️",B
"8♥️, 3♠️, 4♥️","A♠️, K♠️, 9♠️",P
"J♣️, 5♦️, 8♠️","10♦️, 10♦️, 9♣️",B
"10♠️, 2♥️, J♣️","7♠️, J♦️",B
"10♣️, 4♦️, 5♥️","4♦️, 3♥️",P
"3♣️, 10♣️, 9♣️","4♦️, 10♦️",B
"10♣️, 9♠️","9♠️, 5♣️",P
"2♦️, 4♠️","2♥️, 4♣️",T
"7♥️, 6♦️","8♣️, J♣️",B
"10♥️, 4♥️, K♦️","K♠️, K♦️, 3♦️",P
"5♥️, J♣️","K♥️, 8♦️",B
"10♣️, 6♠️","5♦️, 3♠️",B
"8♠️, 3♥️","8♣️, 10♥️",B
"3♥️, K♣️, K♣️","K♠️, 2♦️, 8♥️",P
"4♣️, J♠️, 7♦️","J♦️, A♠️, 2♦️",B
"2♣️, A♥️, 3♣️","6♣️, 6♠️, A♥️",P
"8♦️, 8♥️","10♦️, 8♦️",B
"Q♦️, 7♣️","Q♥️, 4♥️, 7♠️",P
"A♣️, 8♦️","10♦️, J♦️",P
"5♦️, J♦️","8♦️, J♦️",B
"5♣️, 7♣️, 7♦️","5♣️, A♥️, 8♠️",P
"2♣️, 10♣️, K♦️","Q♦️, 7♥️",B
"5♣️, 4♦️","5♥️, 9♦️",P
"5♠️, 8♠️, 7♠️","5♣️, 5♠️, 7♦️",B
"8♥️, 2♥️, 10♥️","4♥️, Q♣️",B
"A♦️, K♦️, 6♥️","4♥️, 7♠️, Q♦️",P
"J♦️, Q♥️","9♣️, J♣️",B
"3♣️, A♥️, 6♠️","8♦️, 4♠️, 5♦️",B
"5♦️, 4♣️","2♠️, 9♦️",P
"9♣️, 5♣️, J♦️","J♦️, 6♣️",B
"10♣️, 10♣️, K♣️","10♥️, 7♠️",B
"2♥️, 10♦️, 2♦️","A♥️, Q♠️, 4♥️",B
"9♠️, 4♣️, Q♥️","K♥️, 3♥️, Q♦️",T
"4♣️, 4♦️","8♦️, K♠️",T
"10♣️, 4♣️, 3♥️","9♣️, 7♥️",P
"6♠️, 8♣️, 2♥️","10♦️, 3♦️, K♥️",P
"K♦️, 10♣️","2♦️, 6♦️",B
"Q♠️, K♥️, Q♥️","Q♣️, Q♥️, 2♠️",B
"K♣️, 6♠️","10♠️, 7♣️",B
"9♠️, 6♠️, 8♣️","10♣️, 4♠️",B
"A♥️, 8♣️","8♦️, 2♣️",P
"6♥️, 6♣️, 7♥️","4♣️, Q♣️, 3♦️",P
"J♣️, 9♥️","8♣️, 10♣️",T
"4♣️, 7♠️, 8♠️","Q♣️, 3♦️",P
"Q♥️, A♠️, 10♥️","A♠️, A♥️, Q♦️",B
"A♣️, K♠️","J♥️, 9♣️",B
"K♦️, 7♥️","6♠️, 2♠️",B
"8♣️, 2♠️, 6♥️","K♣️, A♦️, J♥️",P
"7♦️, K♦️","Q♣️, 4♥️, A♣️",P
"Q♥️, 10♦️, 9♦️","4♣️, 10♣️",P
"8♥️, 9♣️","7♠️, 10♦️",T
"2♣️, 8♦️, 9♥️","5♣️, K♠️",P
"4♦️, A♠️, 3♦️","6♣️, Q♦️",P
"6♠️, 8♥️, K♠️","3♦️, J♠️, 6♥️",B
"8♥️, K♣️","4♠️, 6♠️",P
"6♠️, 3♥️","J♦️, 4♦️",P
"7♦️, 6♦️, 4♣️","7♠️, 9♠️",P
"10♥️, 5♠️, K♠️","Q♥️, 3♦️, J♥️",P
"3♠️, 7♥️","2♦️, 6♠️",B
"J♣️, 6♣️","4♣️, 9♣️, J♠️",P
"4♣️, 9♣️, K♣️","3♥️, K♥️, 9♠️",P
"7♥️, 3♣️","8♠️, Q♠️",B
"4♣️, 5♥️","A♥️, 9♦️",P
"K♦️, 3♠️, 2♥️","A♣️, 4♥️",T
"3♦️, 4♥️","5♣️, J♥️, 6♠️",P
"3♠️, 7♠️, A♦️","2♥️, 8♠️, 9♣️",B
"Q♦️, 10♦️, 5♠️","9♣️, 6♦️, A♥️",B
"4♣️, 2♠️","2♣️, 4♠️",T
"9♥️, 9♠️","5♦️, Q♥️",P
"A♥️, 3♥️, A♥️","J♣️, 10♣️, 10♦️",P
"J♠️, A♦️, Q♣️","2♥️, 10♠️, 10♣️",B
"8♦️, 9♠️","9♥️, 8♥️",T
"2♠️, 9♣️, 4♥️","J♣️, Q♦️, 5♣️",T
"6♠️, Q♥️","4♥️, 3♥️",B
"J♦️, 9♦️","8♣️, 5♣️",P
"Q♠️, 5♦️, 2♣️","A♠️, 5♦️",P
"8♣️, 5♦️, 7♦️","K♥️, 10♥️, 6♥️",B
"8♠️, J♠️","7♣️, 2♣️",T
"6♣️, J♥️","K♥️, 2♠️, 2♣️",P
"4♥️, A♠️, A♠️","5♥️, 2♠️",B
"Q♠️, 7♠️","6♣️, 5♦️, K♣️",P
"4♥️, J♠️, 9♣️","10♠️, 5♦️",B
"3♣️, 2♠️","A♠️, 7♦️",B
"6♠️, Q♦️","8♦️, Q♣️",B
"2♣️, 10♦️, 4♠️","2♥️, Q♥️, 10♦️",P
"7♠️, 9♦️","7♠️, 8♠️, A♦️",T
"4♦️, K♠️","K♠️, 8♣️",B
"K♦️, 6♦️","5♥️, Q♣️, K♦️",P
"10♥️, 3♦️, 5♣️","A♠️, 2♥️, Q♥️",P
"4♥️, 7♥️","9♦️, 9♥️",B
"A♥️, K♦️, A♦️","K♠️, J♠️, Q♥️",P
"5♦️, 10♥️, 5♥️","A♣️, 5♦️",B
"4♠️, K♠️, 9♣️","J♦️, J♥️, K♠️",P
"8♣️, A♥️","8♠️, 7♥️",P
"5♦️, 10♦️, 2♣️","7♥️, 3♣️, 2♣️",P
"8♥️, 9♠️","2♥️, K♣️, 6♥️",B
"4♣️, 5♣️","2♥️, 8♥️",P
"K♣️, 8♦️","A♠️, 3♥️",P
"K♠️, 10♠️, 6♦️","8♦️, 3♥️, Q♠️",P
"J♠️, 6♣️","2♦️, 10♥️, 6♠️",B
"8♠️, 3♦️, 7♦️","2♣️, Q♠️, 3♥️",P
"8♠️, 9♣️","9♦️, Q♦️",B
"2♦️, 8♣️, 2♥️","J♦️, 7♠️",B
"9♥️, 4♦️, J♦️","2♣️, 2♣️",B
"4♣️, 10♣️, Q♦️","2♥️, 3♠️",B
"K♠️, 4♥️, 8♠️","9♣️, A♠️, A♦️",P
"8♠️, 7♦️, 3♣️","5♥️, J♣️",P
"3♥️, 7♠️, 7♣️","8♣️, 9♠️",T
"K♥️, A♥️","10♠️, 9♠️",B
"3♥️, 9♣️","9♥️, K♦️",B
"A♣️, K♠️, J♣️","4♠️, 8♦️, 7♣️",B
"5♠️, 4♦️","Q♣️, 10♣️",P
"K♦️, 5♥️","2♦️, 7♦️",B
"2♦️, 2♦️, A♦️","9♦️, A♠️, 8♣️",B
"10♥️, 9♥️","A♦️, J♦️",P
"8♦️, 10♠️","7♥️, 7♦️",P
"8♥️, 5♦️, J♥️","8♦️, 8♥️",B
"6♠️, 2♥️","5♦️, 2♣️",P
"K♠️, 9♣️","7♣️, 6♠️",P
"6♥️, 6♦️, 5♦️","4♥️, 8♦️, 6♣️",B
"2♠️, 3♦️","8♣️, 10♦️",B
"6♥️, 8♣️, A♥️","A♦️, J♠️, 6♥️",B
"Q♠️, J♣️, 4♠️","4♣️, A♥️, 2♦️",B
"3♥️, 9♠️, J♥️","4♠️, 9♦️, A♣️",B
"Q♣️, 6♥️","3♠️, J♦️, Q♣️",P
"8♠️, A♠️","9♥️, 2♥️",P
"K♣️, A♠️","10♦️, 9♦️",B
"K♠️, 4♦️","J♥️, 9♣️",B
"J♥️, J♣️, 5♠️","6♥️, K♦️",B
"2♥️, 3♣️, Q♥️","4♣️, J♣️",P
"6♠️, 6♥️, 7♥️","10♥️, 3♣️, 5♥️",P
"5♣️, Q♠️, 4♦️","9♣️, 7♥️",P
"10♣️, 6♠️","J♣️, 2♣️, 5♥️",B
"3♦️, 6♠️","A♣️, Q♣️",P
"2♦️, 2♥️, 5♥️","K♠️, Q♥️, Q♠️",P
"3♣️, 4♠️","5♣️, Q♥️, 9♥️",P
"2♦️, J♦️, 9♠️","3♦️, 4♥️",B
"5♥️, 6♣️","8♦️, J♥️",B
"7♠️, 4♥️, 4♠️","J♠️, A♥️, K♦️",P
"A♣️, 2♠️, J♣️","3♣️, 3♦️",B
"7♥️, 4♣️, 9♥️","K♠️, 6♠️",B
"A♠️, 9♣️, 2♥️","K♥️, K♣️, J♣️",P
"Q♣️, 9♠️","10♦️, 3♦️",P
"4♥️, 10♣️, 4♥️","3♠️, 3♠️",P
"3♥️, 4♠️","9♦️, K♥️",B
"3♦️, K♦️, 5♦️","A♠️, 4♣️, 7♠️",P
"6♦️, 8♣️, 6♥️","A♦️, K♦️, 3♦️",B
"5♣️, A♥️","2♦️, 5♣️",B
"K♦️, 3♥️, 8♠️","6♣️, 5♦️, 5♣️",B
"6♦️, 3♥️","4♦️, 4♥️",T
"7♠️, Q♣️","A♠️, 9♥️, 7♥️",T
"2♠️, 2♠️, 4♣️","7♣️, 3♥️, A♥️",P
"7♥️, 4♣️","5♣️, 4♠️",B
"3♠️, 4♠️","9♣️, 3♥️, 10♦️",P
"10♦️, J♥️","J♦️, 8♥️",B
"K♦️, 7♦️","10♦️, 3♠️, 9♦️",P
"8♠️, 3♣️, J♠️","3♦️, 10♥️, A♠️",B
"5♦️, 10♠️","9♣️, 9♣️",B
"10♦️, K♣️, A♣️","J♠️, 10♠️, 5♠️",B
"4♥️, 6♣️, 4♥️","10♣️, 2♠️, 10♠️",P
"9♦️, 6♣️, K♥️","Q♦️, A♣️, 8♦️",B
"K♣️, 2♦️, K♦️","Q♥️, A♥️, 6♦️",B
"K♦️, 2♥️, A♦️","3♣️, 7♣️, 2♦️",P
"8♣️, 9♠️","Q♣️, 4♣️, 5♥️",B
"4♦️, 9♥️, 4♥️","K♠️, 6♥️",P
"4♣️, 8♠️","2♠️, 6♦️",B
"9♣️, K♣️","9♥️, 4♦️",P
"4♣️, 7♥️, 10♣️","6♦️, 5♦️, 5♣️",B
"2♥️, 2♣️, 8♣️","3♣️, 2♥️",B
"A♣️, 7♦️","3♦️, K♥️",P
"9♣️, 6♦️, 3♥️","Q♥️, 3♦️, 2♠️",P
"10♦️, 6♦️","9♠️, 2♠️, Q♥️",P
"2♥️, 8♣️, 4♥️","J♥️, 2♦️, 3♦️",B
"7♣️, 3♥️","9♥️, Q♦️",B
"K♦️, 3♥️, 10♣️","Q♣️, 4♦️",B
"5♣️, J♣️, 6♣️","5♣️, 10♣️, 4♠️",B
"7♥️, 10♣️","9♠️, 9♦️",B
"2♣️, 3♦️, 5♠️","Q♥️, 3♣️, 6♠️",B
"6♠️, 7♦️, 7♣️","10♣️, A♠️, 7♦️",B
"J♦️, 4♣️, A♠️","K♣️, 10♣️, K♠️",P
"3♥️, 7♥️","9♦️, Q♠️",B
"A♦️, J♠️","Q♣️, 9♠️",B
"5♦️, 5♦️, 6♥️","A♦️, 9♦️, 4♣️",P
"3♥️, 8♦️, 4♠️","5♥️, 10♦️, 8♥️",P
"3♣️, A♥️, 6♦️","5♦️, 5♠️, 7♣️",B
"4♣️, 5♦️","3♠️, K♦️",P
"A♦️, 9♥️, K♦️","J♦️, K♥️, 5♣️",B
"4♣️, 8♣️, 4♦️","J♣️, J♣️, 5♣️",P
"2♠️, 4♠️","7♦️, 7♦️, K♥️",P
"7♣️, 9♦️","J♥️, 7♠️",B
"A♥️, A♣️, 9♥️","3♥️, 9♠️, K♦️",B
"Q♥️, 6♠️","K♥️, K♦️, 4♦️",P
"3♠️, 5♥️","9♦️, 5♥️",P
"A♣️, 10♥️","8♣️, A♥️",B
"7♦️, 8♥️, 5♥️","3♦️, K♣️, Q♠️",B
"5♣️, J♠️, 10♥️","4♠️, 6♦️, 7♠️",B
"2♥️, 8♦️","3♦️, 6♦️",B
"5♦️, 7♠️, 4♣️","J♦️, A♦️, 10♠️",P
"9♠️, 10♠️","4♥️, 7♠️",P
"2♠️, 8♥️, A♥️","J♥️, 7♠️",B
"9♥️, 3♣️","8♦️, K♠️",B
"5♣️, 2♣️","3♣️, 6♥️",B
"3♣️, 5♣️","3♠️, K♦️",P
"5♠️, Q♣️","2♠️, 6♥️",B
"A♠️, K♠️, 3♣️","4♦️, 8♥️, 6♦️",B
"6♠️, 5♣️, A♥️","Q♠️, A♠️, 7♠️",B
"2♥️, 2♠️, 10♠️","10♣️, 10♠️, 5♦️",B
"8♥️, K♥️","10♦️, Q♥️",P
"2♥️, 8♣️, 8♦️","2♠️, A♠️",P
"4♠️, Q♦️, 2♣️","A♠️, A♠️, J♦️",P
"K♥️, 6♠️","2♠️, K♥️, 10♠️",P
"K♣️, J♣️, 9♥️","10♦️, 7♥️",P
"2♦️, 2♥️","10♣️, 9♠️",B
"6♥️, 4♣️, 9♥️","3♦️, 9♦️, 4♦️",P
"6♣️, K♣️","2♠️, 6♦️",B
"J♦️, A♥️, 2♣️","8♦️, 7♣️",B
"6♣️, 5♥️, Q♦️","4♦️, K♠️",B
"3♦️, 6♣️","3♠️, 9♠️",P
"10♦️, 5♣️, 8♦️","Q♦️, K♠️, 10♣️",P
"A♣️, 5♦️","9♣️, 8♦️",B
"K♦️, A♣️, J♦️","A♦️, J♣️, J♦️",T
"8♦️, 7♣️, 8♦️","7♣️, 4♠️, 9♣️",P
"10♣️, 3♣️","6♥️, 2♣️",B
"Q♥️, 7♦️","6♠️, A♠️",T
"Q♣️, 7♦️","10♥️, 2♦️, 3♥️",P
"9♣️, 9♠️","9♠️, 7♦️",P
"Q♥️, 4♠️, 10♦️","8♥️, 6♠️",T
"9♠️, 4♠️","5♦️, 3♦️",B
"2♣️, 6♥️","7♠️, K♦️",P
"K♥️, 9♦️","10♠️, A♥️",P
"9♠️, K♦️","8♠️, J♦️",T
"3♦️, K♣️, 10♦️","9♦️, A♠️, 10♥️",P
"9♣️, Q♠️","5♥️, 10♠️",P
"A♥️, 10♠️","8♦️, K♥️",B
"10♣️, J♠️, A♥️","10♣️, 7♠️",B
"9♣️, J♥️","8♥️, A♦️",T
"2♣️, Q♦️","5♦️, 3♠️",B
"A♣️, K♠️","5♥️, 4♣️",B
"A♦️, J♣️, 2♣️","A♠️, J♦️, A♥️",P
"A♠️, J♥️, J♦️","8♣️, 3♠️, 6♣️",B
"2♦️, Q♦️, 3♣️","Q♦️, 2♥️, 8♦️",P
"Q♠️, 6♣️","K♠️, 3♦️, 8♥️",P
"8♣️, 2♦️, A♦️","10♠️, 3♥️, 8♠️",T
"4♦️, A♦️, A♣️","6♦️, K♥️",T
"3♠️, 5♣️","10♣️, A♠️",P
"10♠️, 10♠️, Q♦️","J♠️, A♥️, 9♥️",T
"6♣️, 10♦️","4♣️, J♠️, J♦️",P
"A♥️, 7♣️","9♠️, 9♥️",T
"2♥️, 9♥️","8♣️, 10♦️",B
"7♣️, 5♠️, A♦️","K♦️, 4♠️",B
"3♥️, 10♠️, 8♠️","4♥️, Q♥️",B
"K♣️, 9♥️","K♠️, Q♥️",P
"7♣️, J♦️","3♣️, 10♠️, A♣️",P
"J♣️, A♠️, 10♠️","2♣️, 4♥️",B
"7♣️, 9♣️","7♦️, 2♦️",B
"J♣️, 2♦️, 2♥️","Q♣️, 3♥️, J♦️",P
"3♣️, 7♦️, A♣️","4♠️, 6♦️, 9♦️",B
"7♥️, J♦️","J♦️, 5♠️, 7♣️",P
"5♣️, 9♥️, 4♥️","6♣️, 10♣️",P
"2♣️, 9♠️, 10♠️","5♠️, 7♣️, 10♣️",B
"3♣️, 9♠️, 2♥️","A♠️, 3♠️, 6♦️",P
"2♠️, 2♣️, J♣️","6♥️, 9♦️",B
"2♠️, Q♠️, 10♠️","A♠️, 6♣️",B
"7♠️, 5♦️, J♥️","10♣️, 5♥️",B
"5♠️, 8♥️, 7♥️","J♣️, 6♣️, 5♦️",B
"8♥️, J♣️","2♣️, 8♣️",P
"K♠️, 6♣️","8♣️, 2♥️, Q♥️",P
"A♥️, Q♥️","10♠️, 8♠️",B
"5♦️, 2♥️","5♠️, 10♣️, K♥️",P
"4♠️, 3♦️","4♥️, K♥️, 4♥️",B
"5♥️, J♣️, 5♦️","7♣️, 8♦️, 2♠️",B
"8♣️, 10♣️","7♠️, 10♠️",P
"J♣️, A♥️, 6♣️","3♣️, 2♠️, 5♠️",P
"A♠️, 8♦️","5♠️, 6♣️",P
"Q♦️, 9♣️","A♠️, 3♦️",P
"J♠️, 2♥️","2♦️, 6♣️",B
"7♦️, Q♥️","10♥️, K♦️, 9♥️",B
"A♣️, 9♣️, 4♠️","4♣️, 9♦️, 2♠️",B
"J♣️, 7♣️","3♦️, 8♥️, 8♠️",B
"2♠️, 3♦️, 7♣️","2♣️, K♠️, 10♣️",T
"10♦️, 5♥️","5♦️, 3♠️",B
"6♦️, 5♦️, 5♣️","2♣️, J♠️, 6♣️",B
"3♦️, 10♥️, A♠️","6♦️, 9♦️",B
"4♦️, Q♠️, Q♦️","9♣️, 8♣️",B
"8♣️, Q♠️","8♦️, K♣️",T
"5♦️, 4♥️","K♣️, 6♠️",P
"A♦️, 10♥️, 5♣️","A♥️, A♠️, 8♠️",P
"7♥️, 6♠️, 10♥️","Q♥️, 3♥️, 6♥️",B
"3♣️, 4♠️","3♦️, 8♦️, K♥️",P
"6♦️, 7♦️, A♣️","3♠️, A♠️",T
"5♠️, 3♣️","K♣️, 2♠️",P
"3♠️, K♦️, A♣️","J♦️, 6♦️",B
"Q♠️, Q♥️, 9♥️","5♣️, Q♥️",P
"2♠️, 9♦️","9♦️, Q♣️",B
"9♦️, K♦️","4♥️, J♠️",P
"9♦️, A♠️, K♦️","4♠️, 6♣️, 6♦️",B
"Q♥️, K♠️","Q♠️, 9♠️",B
"10♣️, 4♦️, 6♥️","K♦️, A♦️, 6♣️",B
"Q♣️, 6♠️","5♠️, 4♥️",B
"5♠️, 3♠️","K♣️, K♠️",P
"7♥️, Q♣️","A♥️, 10♠️, K♠️",P
"A♣️, 4♣️, 3♣️","4♦️, 6♣️, 6♠️",P
"10♥️, 4♥️","8♣️, 10♦️",B
"6♥️, 7♥️, 10♥️","Q♥️, Q♣️, 10♦️",P
"6♣️, A♣️","10♣️, 5♦️, 7♦️",P
"6♥️, 8♥️, 4♦️","J♠️, J♣️, 9♠️",B
"5♥️, 3♣️","7♠️, 6♠️",P
"4♣️, Q♦️, 4♠️","A♠️, 10♥️, 10♣️",P
"A♦️, 6♣️","K♣️, 5♣️, J♣️",P
"Q♦️, 6♠️","Q♥️, 4♥️, 8♠️",P
"8♥️, 9♥️","6♣️, 6♣️, 4♣️",P
"Q♣️, 9♣️","10♥️, 9♠️",T
"5♦️, 9♦️, 10♦️","Q♣️, 7♣️",B
"10♦️, J♦️, 8♦️","A♥️, K♥️, A♦️",P
"9♣️, A♦️, K♦️","4♣️, 9♠️, 4♦️",B
"8♥️, 8♠️","8♣️, 10♥️",B
"9♥️, 3♦️","7♣️, 2♦️",B
"J♣️, 3♦️, 5♠️","Q♥️, 10♣️, 3♦️",P
"7♣️, 7♦️, A♥️","5♣️, Q♥️",T
"8♥️, J♦️","10♦️, A♠️",P
"Q♦️, 3♠️, 6♣️","7♥️, Q♠️",P
"J♦️, 5♠️, 6♣️","K♦️, A♣️, 8♥️",B
"2♣️, 10♣️, 6♠️","J♣️, 10♣️, 3♦️",P
"Q♠️, A♣️, Q♦️","3♣️, 3♦️",B
"10♦️, 7♠️","7♠️, J♠️",T
"10♥️, 10♥️, J♠️","Q♥️, 3♥️, 10♥️",B
"5♠️, 4♥️","A♦️, Q♥️",P
"7♠️, 10♠️","3♥️, 6♦️",B
"5♠️, J♣️, 8♠️","Q♠️, J♥️, K♥️",P
"3♣️, K♦️, 4♥️","5♠️, 9♥️, 3♦️",T
"3♦️, 2♦️, A♣️","10♣️, 2♣️, 7♣️",B
"4♥️, 5♦️","4♠️, 10♦️",P
"A♣️, Q♥️, 8♥️","J♥️, 7♦️",P
"6♣️, K♥️","9♦️, 3♠️, Q♥️",P
"K♥️, 2♦️","J♠️, 8♥️",B
"K♦️, 7♠️","2♥️, K♦️, 2♥️",P
"4♦️, 7♦️, 9♦️","10♥️, A♠️, 6♠️",B
"8♠️, 8♥️","K♦️, 6♠️",T
"7♥️, 3♥️, 5♦️","2♣️, 8♦️, 6♥️",B
"5♦️, Q♥️, 3♣️","3♠️, 4♥️",P
"7♦️, 9♠️","2♣️, 5♦️",B
"4♠️, 7♥️, J♠️","7♦️, 7♥️",B
"K♠️, 2♥️, 9♣️","4♦️, 9♦️, 10♥️",B
"8♠️, 4♠️","9♠️, 9♠️",B
"7♠️, Q♣️","10♣️, 3♣️, 5♦️",B
"5♥️, J♣️, 8♣️","5♣️, 10♦️",B
"Q♦️, 4♦️, J♠️","2♦️, 10♥️, 6♥️",B
"Q♥️, K♥️, K♥️","2♠️, 10♥️, Q♦️",B
"7♥️, 5♥️, 4♦️","3♥️, 7♠️, 10♦️",P
"A♠️, 5♦️","7♠️, 6♠️, 8♣️",P
"A♦️, J♠️, A♠️","2♦️, 9♠️, 5♠️",B
"Q♠️, J♦️","9♦️, Q♣️",B
"J♠️, 8♣️","Q♠️, 2♣️",P
"9♥️, 7♠️","2♣️, 8♠️, 6♥️",T
"9♥️, 7♦️","5♥️, 10♣️, 9♣️",P
"7♠️, 3♣️","J♠️, 8♠️",B
"7♦️, 10♥️","7♥️, 8♣️, A♥️",P
"Q♠️, 6♦️","K♥️, 8♣️",B
"10♠️, 8♥️","5♣️, 8♣️",P
"7♦️, 6♣️, A♥️","A♥️, 2♠️, 2♠️",B
"Q♣️, K♣️, 8♣️","5♠️, 2♦️",P
"K♦️, 5♦️","9♥️, 9♥️",B
"J♠️, A♠️, 8♦️","2♠️, 4♠️",P
"10♥️, A♦️, 3♠️","K♠️, 5♦️",B
"7♦️, 2♦️","Q♦️, 4♥️",P
"K♣️, 4♠️","3♥️, 5♠️",B
"K♠️, 8♣️","7♠️, 7♣️",P
"3♥️, A♣️, 8♠️","3♠️, A♦️",B
"7♦️, J♣️","Q♠️, Q♥️, 2♠️",P
"A♠️, K♥️, 10♦️","4♠️, 6♦️, 5♠️",B
"3♦️, 9♠️, 6♠️","5♠️, 2♦️",P
"6♣️, A♣️","8♦️, 9♦️",T
"5♥️, 6♠️, 2♣️","A♥️, A♣️, 5♥️",B
"8♣️, 10♥️","9♦️, Q♥️",T
"3♣️, 3♣️","5♠️, Q♥️, 8♣️",P
